Contenido,Autor,User_Name,Fecha_Posteo,Favs,Rt,Localizacion,compound,pos_score,neg_score,neu_score,Tipo_Sentimiento
With Mom’s Care  No Leakage No Stressronaldococacola CristianoRonaldo️⃣ Ronaldo CristianoRonaldo Ronaldogoal ronaldomemes ronaldomeme CocaCola cocacolazero WeLoveModiJi Kohli cocacolalife Captaincy viralmemes momscare momsbestchoice ,Mom's Care,moms_care_india,Thu Jun 24 07:51:38 +0000 2021,1,0,"Rajkot, Gujarat",-0.4588,0.105,0.237,0.658,NEGATIVO
"Least I could do 
cocacola varanasi varanasiindia varanasifood FoodBlogger
instadaily drinks 
  ",Wanderers Of Varanasi,wovtweets,Thu Jun 24 07:50:28 +0000 2021,7,1,,0.0,0.0,0.0,1.0,NEUTRO
    Br   alfredo      Well neither of these two things are surprising “CocaCola shares drop  billion after CristianoRonaldos gesture to drink water” and “Cokes makeyourown label fail W—— l—— m—— is ok but BlackLivesMatter isnt”,,Rascoundrel,Thu Jun 24 07:47:14 +0000 2021,0,0,,0.128,0.128,0.077,0.794,POSITIVO
" Uttar Pradesh most unsafe state for journalists
 journalists assaults in UttarPradeshBJPFearsSocialMedia  w…",Ainy Jaffri,JaffaryAiny,Thu Jun 24 07:42:38 +0000 2021,0,1,Uttar Pradesh India.,-0.594,0.0,0.194,0.806,NEGATIVO
"  And of Course Won’t Endorse CocaCola 
Knows Masks amp Social Distancing Are BullShit
What a ️ Hero christianoronaldo ️️️️️
   ",Wake Up To Malaga ,WUTMSpain,Thu Jun 24 07:38:56 +0000 2021,1,1,MALAGA Spain🇪🇸,0.2732,0.192,0.124,0.684,POSITIVO
"merit JUST IN
Foreign used 
 highlander 
Fullest option Jada TwitterBan Ramos CocaCola WillSmith Igbos HalaMad…",CUPID AUTOS,Pedro_merit,Thu Jun 24 07:38:52 +0000 2021,0,7,Bermuda triangle ,0.0,0.0,0.0,1.0,NEUTRO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,Thirsty Rajasthani,Bisleri_maymer,Thu Jun 24 07:25:44 +0000 2021,0,20,,-0.296,0.0,0.104,0.896,NEGATIVO
Shortly after Ronaldo replaced CocaCola bottles with a bottle of water live on camera the corporation lost  Billion in stocks,Rediffusion,RediffusionIN,Thu Jun 24 07:21:24 +0000 2021,0,0,"Mumbai, India",-0.3182,0.0,0.108,0.892,NEGATIVO
Cristiano might not have made CocaCola lose billions but he sure has made millions of his fans around the world conscious about their beverage choices and thats a very good thing,resonant agency,resonantagency,Thu Jun 24 07:19:26 +0000 2021,1,0,Global ,0.7705,0.207,0.051,0.742,POSITIVO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,Mini Devgan,mini_dev27,Thu Jun 24 07:10:57 +0000 2021,0,20,,-0.296,0.0,0.104,0.896,NEGATIVO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,DORAEMON,Nobita_ka_baap,Thu Jun 24 07:06:45 +0000 2021,0,20,Red zone,-0.296,0.0,0.104,0.896,NEGATIVO
 UttarPradesh is under threat in yogi govtOnePlusNordCEG YourFirstOnePlus ArrestMohammedZubair TwitterBanInIndia…,Arun Dixit Monu,ArunDixitMonu1,Thu Jun 24 06:54:16 +0000 2021,0,2,,-0.5267,0.0,0.221,0.779,NEGATIVO
" Time to settle this debate️Like for CocaCola 
Retweet for Water ",Omooo°π°$,Im_Ohnos,Thu Jun 24 06:48:46 +0000 2021,0,2180,"Lagos, Nigeria",0.0,0.0,0.0,1.0,NEUTRO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,PrinCe,Epic__Prince,Thu Jun 24 06:43:18 +0000 2021,0,20,Furfurinagar,-0.296,0.0,0.104,0.896,NEGATIVO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,Baklol ninja,Picsart_wale,Thu Jun 24 06:40:45 +0000 2021,0,20,India,-0.296,0.0,0.104,0.896,NEGATIVO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,K A N C H I,kanchihayaran,Thu Jun 24 06:33:44 +0000 2021,0,20,India,-0.296,0.0,0.104,0.896,NEGATIVO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,प्रशंसा,bhakkk_lol,Thu Jun 24 06:33:27 +0000 2021,0,20,यू•पी•,-0.296,0.0,0.104,0.896,NEGATIVO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,Foko,flyfokofly,Thu Jun 24 06:32:59 +0000 2021,0,20,Dhanbad Jharkhand 🏡,-0.296,0.0,0.104,0.896,NEGATIVO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,Ashish,brb_memes7,Thu Jun 24 06:30:21 +0000 2021,0,20,,-0.296,0.0,0.104,0.896,NEGATIVO
 TBT Singer  onstage at  EssenceFest The  EssenceFest of Culture “Live Loud” Virtual Experience…,Joseph Sams,josephsams,Thu Jun 24 06:29:55 +0000 2021,0,2,San Jose CA,0.0,0.0,0.0,1.0,NEUTRO
Playing it safe gatorade  water and CocaCola  all in one frame Choose what is most healthy for you  viratkohli christianoronaldo ,Mayur Lookhar,mayurlookhar,Thu Jun 24 06:29:00 +0000 2021,0,0,Mumbai,0.7713,0.299,0.0,0.701,POSITIVO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,Neeshantt,thenishantrana,Thu Jun 24 06:28:33 +0000 2021,0,20,Wakanda ,-0.296,0.0,0.104,0.896,NEGATIVO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,                        ,hiteshm09,Thu Jun 24 06:27:28 +0000 2021,0,20,,-0.296,0.0,0.104,0.896,NEGATIVO
 Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,Abhimanyuu,sarcastic_kid_,Thu Jun 24 06:25:45 +0000 2021,0,20,Uttrakhand ⛰️💞,-0.296,0.0,0.104,0.896,NEGATIVO
Finally CocaCola has found its place back still waiting for INDIA to find its no  place again ,Bhuwantastic,Bhuwantastic,Thu Jun 24 06:23:12 +0000 2021,43,20,find me in comments,-0.296,0.0,0.115,0.885,NEGATIVO
"This is how a humble person tries to humiliate a beloved thing and And finally he will be humiliated himself
Ronaldo ronaldococacola CocaCola ",کلنل,85isagoodnumber,Thu Jun 24 06:11:39 +0000 2021,4,0,Manhattan NY,-0.4389,0.116,0.217,0.667,NEGATIVO
TBT Singer  onstage at  EssenceFest The  EssenceFest of Culture “Live Loud” Virtual Experience Presented by CocaCola is only days away amp you can watch is all live on  June  and July  Coke BlackLove blackexcellence ad ,rolandsmartin,rolandsmartin,Thu Jun 24 06:02:37 +0000 2021,6,2,"Washington, D.C.",0.0,0.0,0.0,1.0,NEUTRO
" Cristiano Ronaldo removes Coca Cola
bottles and promotes drinking waterHours later the brand faced
the loss of  BIL…",joseph,ImTheDaddy_Uk,Thu Jun 24 05:57:02 +0000 2021,0,242,"Sheffield, England",0.0258,0.097,0.093,0.81,POSITIVO
So good I had to share Check out all the items Im loving on  poshmark fashion style shopmycloset zelos cocacola jordan  ,MilkoNunez,MilkoNunez,Thu Jun 24 05:31:13 +0000 2021,0,0,,0.862,0.324,0.0,0.676,POSITIVO
" This dialogue from the family man  made absolute sense TwitterBanInIndia 
CocaCola 
YourFirstOnePlus ",NickNikith,NickNikith,Thu Jun 24 05:15:17 +0000 2021,0,72,Mahabubnagar,0.0,0.0,0.0,1.0,NEUTRO
 India Defunct CocaCola plant in Kerala to turn into bed Covid hospital Local residents including farmers contri…,Siraj,siraj2284,Thu Jun 24 05:08:11 +0000 2021,0,3,London,0.0,0.0,0.0,1.0,NEUTRO
"   Follow 
amp
ASKCYBERSWARMAFRICA
LETS TAKE A MINUTE TODAY AND FAMILIARIZE OURSELVES AB…",ENDBADGOVERNANCE ENDSARS,imanekpenyong,Thu Jun 24 05:06:55 +0000 2021,0,3,"Akwa Ibom, Nigeria",0.0,0.0,0.0,1.0,NEUTRO
 India Defunct CocaCola plant in Kerala to turn into bed Covid hospital Local residents including farmers contri…,Harison Abdul Salam,imadharry,Thu Jun 24 05:04:05 +0000 2021,0,3,United Arab Emirates ,0.0,0.0,0.0,1.0,NEUTRO
CocaCola bottling plant at heart of Kerala agitation  years ago will now be a bed Covid hospital  via ,NareshMinocha-Showing mirror to rulers for 40yrs,nmleo_a1,Thu Jun 24 04:47:11 +0000 2021,0,0,"Delhi, India",-0.25,0.0,0.095,0.905,NEGATIVO
"Guys I got good news  I see this as an absolute win 
CocaCola ",The Chonky Toad,ChonkyToad6,Thu Jun 24 04:47:03 +0000 2021,8,0,Pasio,0.7717,0.401,0.0,0.599,POSITIVO
   at the   Were getting ready for the  EssenceFest of Culture “Live Loud” Virtual Exp…,prince marei,MareiPrince2,Thu Jun 24 04:11:12 +0000 2021,0,7,"Detroit, MI",0.3612,0.116,0.0,0.884,POSITIVO
Do better  Nzis getting bottles but not trans people And during pride month smjnews CocaCola transgender LGBTQ ,Lizzy Seitz ,LizzySeitz,Thu Jun 24 04:07:40 +0000 2021,0,0,,0.7179,0.261,0.0,0.739,POSITIVO
   at the   Were getting ready for the  EssenceFest of Culture “Live Loud” Virtual Exp…,Paige Mims,cherenee42,Thu Jun 24 04:04:49 +0000 2021,0,7,,0.3612,0.116,0.0,0.884,POSITIVO
   at the   Were getting ready for the  EssenceFest of Culture “Live Loud” Virtual Exp…,“Never Impeached” Ninnymuggins,colormesheesh,Thu Jun 24 04:03:52 +0000 2021,0,7,#Stresscited #BidenHarris ,0.3612,0.116,0.0,0.884,POSITIVO
   at the   Were getting ready for the  EssenceFest of Culture “Live Loud” Virtual Exp…,Carlos Elie,CarlosElie6,Thu Jun 24 04:02:31 +0000 2021,0,7,,0.3612,0.116,0.0,0.884,POSITIVO
India Defunct CocaCola plant in Kerala to turn into bed Covid hospital Local residents including farmers contributed some money for the facility which will feature  oxygen beds  ICUs and have  ventilators UAE Dubai DXB,Shuja Ahmed Ch.,iShujaAhmedCh,Thu Jun 24 04:01:16 +0000 2021,0,0,"Dubai, UAE",0.0,0.0,0.0,1.0,NEUTRO
  at the   Were getting ready for the  EssenceFest of Culture “Live Loud” Virtual Experience Presented by CocaCola Watch live   June  and July  Coke BlackLove blackexcellence ad ,rolandsmartin,rolandsmartin,Thu Jun 24 03:58:47 +0000 2021,20,7,"Washington, D.C.",0.3612,0.068,0.0,0.932,POSITIVO
have a cup of CocaCola today ,BABABAHARO,bababaharo,Thu Jun 24 03:54:43 +0000 2021,0,0,,0.0,0.0,0.0,1.0,NEUTRO
 thank u cocacola for helping me express myself ,,Leosmerkz,Thu Jun 24 03:54:39 +0000 2021,0,6,,0.5719,0.37,0.0,0.63,POSITIVO
 Is this what  CocaCola meant by BeLessWhite   Lol thursdaymorning,Lucid,skallabard69,Thu Jun 24 03:51:10 +0000 2021,1,0,"Indiana, USA",0.0,0.0,0.0,1.0,NEUTRO
 Fevicol Zomato ITC Parle Paytm and Amul all reacted quickly to Ronaldos press conference stunt in what has come to…,Umeash R Mundada,r_umeash,Thu Jun 24 03:46:33 +0000 2021,0,4,"Satara, India",0.0,0.0,0.0,1.0,NEUTRO
"I love Ronaldo  he supported several times Palestine and now he denigrates this super powerful brand CocaCola
ronaldococacola RonaldoThanks man ",Jean Kol,PeterJo22528173,Thu Jun 24 03:45:04 +0000 2021,0,0,,0.9525,0.517,0.0,0.483,POSITIVO
 Is it Coke Is it Coffee YES CocaCola ,big prrrrd,shawnbrielle,Thu Jun 24 03:43:58 +0000 2021,0,31,"New York, USA",0.5319,0.256,0.0,0.744,POSITIVO
India Defunct CocaCola plant in Kerala to turn into bed Covid hospital Local residents including farmers contributed some money for the facility which will feature  oxygen beds  ICUs and have  ventilators,Khaleej Times,khaleejtimes,Thu Jun 24 03:27:52 +0000 2021,15,3,United Arab Emirates,0.0,0.0,0.0,1.0,NEUTRO
 Fevicol Zomato ITC Parle Paytm and Amul all reacted quickly to Ronaldos press conference stunt in what has come to…,Amrut Atre,AmrutAtre,Thu Jun 24 03:24:57 +0000 2021,0,4,"Pune, India",0.0,0.0,0.0,1.0,NEUTRO
 Excuse me Doug E Fresh  EssenceFest throwback with  WATCH the   Festival of Culture “…,Betty A. Gray,bbttychmbrs,Thu Jun 24 03:24:36 +0000 2021,0,2,Houston Texas,0.7003,0.298,0.0,0.702,POSITIVO
rdx Cristiano Ronaldo  A European who caused crores of damage to Coca ColaRajiv Dixit Ji  The Bhartiya who destroyed the t…,Aviral Sharma,AviralS34736362,Thu Jun 24 03:23:18 +0000 2021,0,28,,-0.7506,0.0,0.242,0.758,NEGATIVO
Excuse me Doug E Fresh  EssenceFest throwback with  WATCH the   Festival of Culture “Live Loud” Virtual Experience Presented by  on  June  amp July  EssenceFest Coke cocacola BlackLove blackexcellence ,rolandsmartin,rolandsmartin,Thu Jun 24 03:18:13 +0000 2021,25,2,"Washington, D.C.",0.7003,0.171,0.0,0.829,POSITIVO
" BOYCOTT US PRODUCT PAKISTAN 
Cocacola USProducts Boycottusproducts
Palestine likes like follow likeforlikes insta…",Waseem Akram,W_Akram1,Thu Jun 24 03:17:32 +0000 2021,0,6,In Your Dreams ,-0.4648,0.0,0.178,0.822,NEGATIVO
 CocaCola owner after seeing CristianoRonaldo reaction ,सिमरन(less active),_Simmyarrr_,Thu Jun 24 03:11:55 +0000 2021,0,71,"Bhilwara, India",0.0,0.0,0.0,1.0,NEUTRO
 Fevicol Zomato ITC Parle Paytm and Amul all reacted quickly to Ronaldos press conference stunt in what has come to…,Hari Harsha,HariHar04352086,Thu Jun 24 03:11:26 +0000 2021,0,4,,0.0,0.0,0.0,1.0,NEUTRO
 Fevicol Zomato ITC Parle Paytm and Amul all reacted quickly to Ronaldos press conference stunt in what has come to…,Shivam Goyal,imshivmgoyal,Thu Jun 24 03:10:47 +0000 2021,0,4,India,0.0,0.0,0.0,1.0,NEUTRO
"Fevicol Zomato ITC Parle Paytm and Amul all reacted quickly to Ronaldos press conference stunt in what has come to be called moment marketingViveat Susan Pinto reports CristianoRonaldo CocaCola Marketing
",Business Standard,bsindia,Thu Jun 24 03:10:00 +0000 2021,19,4,India,0.0,0.0,0.0,1.0,NEUTRO
 Is it Coke Is it Coffee YES CocaCola ,kenn,kennz0o,Thu Jun 24 03:05:54 +0000 2021,0,31,,0.5319,0.256,0.0,0.744,POSITIVO
 So after two decades of agitation by locals the CocaCola has decided to shut down its plant which will turn into a covid…,Kapil Kushal,kushal_kapil,Thu Jun 24 03:04:52 +0000 2021,0,1,,-0.25,0.0,0.08,0.92,NEGATIVO
"So after two decades of agitation by locals the CocaCola has decided to shut down its plant which will turn into a covid hospital Nothing is impossibleFarmerProtests 
ERCPजरूरीहै",Bhagirath Prasad,mrbhagirath,Thu Jun 24 02:58:53 +0000 2021,0,1,Alwar Jaipur Rajasthan,-0.25,0.0,0.069,0.931,NEGATIVO
Whats the Marketing Distinguo of CocaCola You need this deck of cards to find out ,Gabriele Carboni | Top5 Marketing Influencer Italy,gabbariele,Thu Jun 24 02:48:14 +0000 2021,0,0,"Modena, Emilia Romagna",0.0,0.0,0.0,1.0,NEUTRO
 Right next to this guy…CocaCola is good anywhere though ,Lynn Bull,ceresbulls,Thu Jun 24 02:17:55 +0000 2021,0,0,"Ceres, CA",0.5399,0.258,0.0,0.742,POSITIVO
 CocaCola owns a worldwide water brand  Why not be respectful of the athletes and ask them what they’d like to have sitting on the interview table  Arrogance breeds a B drop in market cap,Andrew Yarosh,AndrewYarosh,Thu Jun 24 02:13:44 +0000 2021,0,0,Silverthorne CO,-0.6684,0.063,0.202,0.735,NEGATIVO
" MBS My oil can change world economyMUSK My one tweet can change crypto marketCristianoHold my water Bottle 
CocaCo…",umar khan,umarkhan9857,Thu Jun 24 02:08:47 +0000 2021,0,174,,0.0,0.0,0.0,1.0,NEUTRO
   and her brother on the ESSENCEFest stage Fam were getting ready for the  EssenceFest of Culture “L…,Charlie Moore Jr.,USCGamecockBoy,Thu Jun 24 02:08:39 +0000 2021,0,8,"Columbia, SC, Gamecock Country",0.3612,0.111,0.0,0.889,POSITIVO
How many bottles of Coke did Ronaldo kept asideBoth Portugal and France gave the right answersUefaEuro UEFA GroupF CocaCola FRA POR ,Indranil Ojah,IndranilOjah,Thu Jun 24 02:01:25 +0000 2021,0,0,"Assam, India",0.0,0.0,0.0,1.0,NEUTRO
"Dun Yes and Fanta supports apartheidCocaCola
ApartheidIsrael 
FreePalestine  ",El Pauly...,paullombardi2,Thu Jun 24 01:32:45 +0000 2021,11,0,Phantom University...,0.6369,0.366,0.0,0.634,POSITIVO
Kumar Cristiano Ronaldo has single handedly destroyed CocaColas career ,Ahasan Ali KHAN,AHASAN_786,Thu Jun 24 01:26:54 +0000 2021,0,202,"Rajasthan, India",-0.4939,0.0,0.242,0.758,NEGATIVO
Colombia why do the people on the CocaCola commercial get to eat empanadas while watching the game and I am sans empanadas,John Hayes,JohnHayes603,Thu Jun 24 01:07:57 +0000 2021,0,0,"Keene, NH",0.0,0.0,0.0,1.0,NEUTRO
"And CocaCola battle in EURO 
CristianoRonaldo 
Locatelli 
Russia ",هدية,HadeerAmin,Thu Jun 24 00:24:01 +0000 2021,0,0,cairo,-0.3818,0.0,0.245,0.755,NEGATIVO
 Coca Cola th Anniversary Belt Buckle  via FreeShipping On All Items Store WideCoke Coc…,KnotSimpleBoutique,KnotSimple,Thu Jun 24 00:18:29 +0000 2021,0,1,"Raleigh, NC",0.0,0.0,0.0,1.0,NEUTRO
"Were the executives at CocaCola on cocaine when they approved this
BLMCokes makeyourown label fail White lives matter is OK but Black Lives Matter isnt",12 Mile Geo,12MileGeo,Wed Jun 23 23:59:04 +0000 2021,0,0,Portland and other locations.,0.2063,0.2,0.074,0.726,POSITIVO
Water taste better anyways CocaCola ,Ali ,_alirizvi1,Wed Jun 23 23:57:47 +0000 2021,11,3,"Dubai, United Arab Emirates",0.4404,0.367,0.0,0.633,POSITIVO
 Drink Coca Cola Clear Plastic Pitcher Coke Green Label Delicious Refreshing  eBay cocacola T…,Kitten12,NineTailKitten,Wed Jun 23 23:51:41 +0000 2021,0,5,,0.743,0.296,0.0,0.704,POSITIVO
 Drink Coca Cola Clear Plastic Pitcher Coke Green Label Delicious Refreshing  eBay cocacola T…,Amy Guettler,saltedbayonet,Wed Jun 23 23:50:46 +0000 2021,0,5,Denver,0.743,0.296,0.0,0.704,POSITIVO
"merit JUST IN
Foreign used 
 highlander 
Fullest option Jada TwitterBan Ramos CocaCola WillSmith Igbos HalaMad…",OHIZ,king_Remison,Wed Jun 23 23:37:48 +0000 2021,0,7,Germany IJN,0.0,0.0,0.0,1.0,NEUTRO
  goals without drinking  ️ Next time drink it    andorra cristiano portugal cr mirac…,Michael ,2020lfc,Wed Jun 23 23:37:12 +0000 2021,0,2,United Kingdom,0.0,0.0,0.0,1.0,NEUTRO
 Coca Cola said there is “optimism ahead” for its businesses in Europe Australia and New Zealand as the coronavirus conditions…,The Optimism Movement,OptimismMovers,Wed Jun 23 22:58:59 +0000 2021,0,2,,0.0,0.0,0.0,1.0,NEUTRO
 I like  but it does not mean that the stocks will go up cristiano cocacola,GSBranşları,GSbranslar,Wed Jun 23 22:55:12 +0000 2021,0,30,Azerbaijan,0.2598,0.113,0.0,0.887,POSITIVO
Just found these little CocaCola classics What do you think theyre worth ,Wall$treetBullyBichG.A.S. ENT,RubyForTheWin,Wed Jun 23 22:49:23 +0000 2021,0,0,🌎,0.2263,0.137,0.0,0.863,POSITIVO
One more double button flange added to the collection Two more to go Does anyone know which two we are still searching for Condition is king  cocacola cokesign cocacolasign vintagecoke museum following ,Cedartown Museum of Coca-Cola Memorabilia,CedartownCoke,Wed Jun 23 22:40:39 +0000 2021,0,0,"229 Main Street Cedartown, Ga",0.0,0.0,0.0,1.0,NEUTRO
I could walk hours and hours in the treadmill but honestly market I prefer to spend the day Reading fucking and drinking my beer Its pointless WALK unless its TOURISM COCACOLA,Alice Von Amerling ,AmerlingAlice,Wed Jun 23 22:34:56 +0000 2021,0,0,Rio / Reading / Westeros ☕️🎈,0.6124,0.125,0.0,0.875,POSITIVO
Thanks    for supporting livemusic in the blackhills  outlawsquare   thehillsarealivewiththesoundofmusic cocacola ,DeadwoodLive,DeadwoodLive,Wed Jun 23 22:33:55 +0000 2021,0,0,"Deadwood, SD",0.7263,0.356,0.0,0.644,POSITIVO
" My little collection 
converse kith CocaCola adidasyung  pumarsx yeezystatic ",Agyapomaa,Agya_pomaa,Wed Jun 23 22:32:31 +0000 2021,0,1,south pole,0.0,0.0,0.0,1.0,NEUTRO
ntd A group of CocaCola shareholders is threatening legal action over the company’s diversity policy They say the policy might…,pedro schliesser,PSchliesser,Wed Jun 23 22:15:38 +0000 2021,0,8,,-0.4404,0.066,0.148,0.786,NEGATIVO
CocaCola shows how it pridewashes even as it continues to fund groups and politicians who push bigotry discrimination and hate Heck Cokes label customizing allows many bigoted words and phrases even as it bans words like lesbian as controversial,Mack McCoy,Mack_McCoy,Wed Jun 23 22:12:26 +0000 2021,0,0,"Orange County, CA",-0.4588,0.056,0.122,0.822,NEGATIVO
"Two Atlanta legends  The Freeze and CocaCola
thefreeze freeze run fit fast fitness training runner sprinter fly alwayswins cocacola coke sponsorship legend atl atlanta  Truist Park ",Rich von Biberstein,Rich_vonB,Wed Jun 23 22:01:14 +0000 2021,1,0,"Atlanta, GA",0.0516,0.044,0.0,0.956,POSITIVO
  goals without drinking  ️ Next time drink it    andorra cristiano portugal cr mirac…,Vishal,vishihiho,Wed Jun 23 21:59:38 +0000 2021,0,2,"London, England",0.0,0.0,0.0,1.0,NEUTRO
 CR️  waterno CocaCola EURO PORFRA POR FRA  ,LIPTONGLACÈ,lipton_glacee,Wed Jun 23 21:48:24 +0000 2021,0,3,,0.0,0.0,0.0,1.0,NEUTRO
 Drink Coca Cola Clear Plastic Pitcher Coke Green Label Delicious Refreshing  eBay cocacola T…,Tulips and Sparrows,TulipsSparrows,Wed Jun 23 21:48:02 +0000 2021,0,5,"Golden, CO",0.743,0.296,0.0,0.704,POSITIVO
" I cant able 
b CocaCola ",SIR EBEN ,SirEben14,Wed Jun 23 21:45:31 +0000 2021,0,31,"Techiman, Ghana",0.0,0.0,0.0,1.0,NEUTRO
 Drink Coca Cola Clear Plastic Pitcher Coke Green Label Delicious Refreshing  eBay cocacola T…,Jimmie Bartlett,jimmiesart,Wed Jun 23 21:44:49 +0000 2021,0,5,Texas,0.743,0.296,0.0,0.704,POSITIVO
 Cristiano Ronaldo’s removal of two CocaCola bottles during a press conference at the Euros has coincided with a bn…,Shahid Abbas Bokhari ( A Student Of Life ),adilshe37346142,Wed Jun 23 21:39:48 +0000 2021,0,176,Middle England,0.0,0.0,0.0,1.0,NEUTRO
 Check out Vtg  Coca Cola Serving Tray Flapper Girl  Coke Advertisement  x    via …,BlackSpanielGallery,bsgcoins,Wed Jun 23 21:36:56 +0000 2021,0,16,USA,0.0,0.0,0.0,1.0,NEUTRO
Oops Looks like the coke you requested is not an approved one Does cokedoesntmatter count  drinkpepsi  blacklivesmatter gaypride EpicFail thingsgobetterwithoutcoke CocaCola,hank henderson,hankhenderson,Wed Jun 23 21:27:15 +0000 2021,0,0,los angeles,0.1179,0.111,0.093,0.796,POSITIVO
 Drink Coca Cola Clear Plastic Pitcher Coke Green Label Delicious Refreshing  eBay cocacola T…,Freedom Calling,CivilWarEscape,Wed Jun 23 21:26:27 +0000 2021,0,5,"New England, USA",0.743,0.296,0.0,0.704,POSITIVO
" Cristiano Ronaldo gesture has caused billion loss for cocacola
Cocacola went from being worth  billion to …",Charles,CharleChuck,Wed Jun 23 21:24:30 +0000 2021,0,1113,South Africa,-0.1027,0.086,0.104,0.811,NEGATIVO
Drink Coca Cola Clear Plastic Pitcher Coke Green Label Delicious Refreshing  eBay cocacola Tweeted via  ,Darryl Smith,SmittyD9199,Wed Jun 23 21:20:04 +0000 2021,3,5,"Buffalo, NY",0.743,0.283,0.0,0.717,POSITIVO
"My little collection 
converse kith CocaCola adidasyung  pumarsx yeezystatic ",hubaccessoiregh ,maameduffour,Wed Jun 23 21:19:22 +0000 2021,1,1,"Greater Accra, Ghana",0.0,0.0,0.0,1.0,NEUTRO
 And don’t forget drink water not cocacola,Haymaker,Ricardo19523018,Wed Jun 23 21:13:18 +0000 2021,0,0,Planette Terre,-0.2263,0.0,0.213,0.787,NEGATIVO
 The power of the Cristiano Ronaldo brand Simply putting away the CocaCola bottles in favour of water caused the companys wor…,Ryan Smoorenburg,ryan_smg_19,Wed Jun 23 21:08:48 +0000 2021,0,1,"Apeldoorn, Nederland",0.4404,0.116,0.0,0.884,POSITIVO
 goals without drinking  ️ Next time drink it    andorra cristiano portugal cr miracle thesecret cocacola ,Ildefons Lima Solà ,ildelima6,Wed Jun 23 21:08:39 +0000 2021,28,2,Andorra ,0.0,0.0,0.0,1.0,NEUTRO
"Population of  billion people world wide 
However a person’s single tweet or a gesture shudders brings chaos in the global market Ain’t that toxic  CocaCola Bitcoin dogecoin Tesla",Abhishek Panicker,AbhishekPanick7,Wed Jun 23 20:48:37 +0000 2021,1,0,"Mumbai, India",-0.5719,0.0,0.125,0.875,NEGATIVO
Fck CocaCola amp their racist left wing earth killing terrorist supporting cop hating philosophy,ofWingsandFins,ofwingsandfins,Wed Jun 23 20:46:17 +0000 2021,0,0,,-0.9382,0.102,0.58,0.318,NEGATIVO
"CocaCola BecomeWe grow into our lives its not up or down We shine from within blossom outwards Its within that we Become when we share our Truths and testify our lives 
Arise like a phoenix Awaken from the caccoon to see what you are Welcome Love 
Pride ",Birdthulu,Kaddiss_Telelia,Wed Jun 23 20:42:04 +0000 2021,0,0,United States,0.7717,0.146,0.0,0.854,POSITIVO
"In few minutes Ronaldos Portugal went back and forth from  to  and last of its group in some of the craziest stages last match ever 
How are going CocaCola stocks eurocup cocacola ronaldo",Piero Faustini,pierofaustini,Wed Jun 23 20:41:48 +0000 2021,0,0,"Barcelona, España",-0.0516,0.0,0.034,0.966,NEGATIVO
" Gibson COCACOLA Bottle Handle Silverware Flatware Stainless Set of  Pcs Coke  eBay cocacola 
",PROMOSTKING,promostking,Wed Jun 23 20:37:00 +0000 2021,0,1,World,0.0,0.0,0.0,1.0,NEUTRO
"Powering through the day with a lot of water and Coke energy Hydration is required for optimal fitness every day 
Swanfit coke cocacola water fitness personaltrainer workout energy health wellness advice diet party",SwanFitOnly,SwanFitOnly,Wed Jun 23 20:32:03 +0000 2021,0,0,"West Hollywood, CA",0.7177,0.189,0.0,0.811,POSITIVO
Scarlett If CocaCola wants to show it cares about people climate change and plastic pollution it will immediately end its toxi…,Andrea,Eco1stArt,Wed Jun 23 20:30:06 +0000 2021,0,2,USA,0.4588,0.125,0.0,0.875,POSITIVO
Scarlett If CocaCola wants to show it cares about people climate change and plastic pollution it will immediately end its toxi…,Mr Bracewell  MCCT,BracewellMr,Wed Jun 23 20:28:37 +0000 2021,0,2,"Manchester, England",0.4588,0.125,0.0,0.875,POSITIVO
If CocaCola wants to show it cares about people climate change and plastic pollution it will immediately end its toxic relationship with the fossil fuel industry and reliance on singleuse plastics cocacola coke climateaction climateactionnow plastic banplastic ,AdrianFGS,Capt_Scarlett,Wed Jun 23 20:24:03 +0000 2021,1,2,"Here, There and Everywhere ",0.4588,0.075,0.0,0.925,POSITIVO
No tomen CocaCola ,KellyDavid,kelly_david,Wed Jun 23 20:22:28 +0000 2021,3,0,colombia,-0.296,0.0,0.423,0.577,NEGATIVO
Behind the scenes of Coca cola Video memegreenscreen cocacola ronaldo vfx funnyvideos igreels ,Stevenvprasad,stevenvprasad7,Wed Jun 23 20:21:22 +0000 2021,0,0,"Hyderabad, India",0.0,0.0,0.0,1.0,NEUTRO
